date,pm10,pm25,no2,so2,co,o3,aerosol_index,latitude,longitude,source,cloud_fraction,qa_value
2023-09-24,32.842,18.046,12.612,11.35,240.375,50.375,0.511,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-09-25,25.475,15.275,11.779,9.121,248.417,62.625,0.463,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-09-26,45.979,27.508,13.725,12.433,302.667,73.958,0.831,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-09-27,57.25,35.621,16.692,13.55,393.25,88.583,0.845,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-09-28,57.029,38.092,20.012,11.112,448.5,90.708,0.795,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-09-29,75.158,46.246,25.35,12.671,556.5,85.958,0.697,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-09-30,61.475,36.604,20.029,9.054,457.458,82.875,0.382,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-01,63.908,37.279,22.675,10.483,541.083,84.333,0.348,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-02,78.917,42.417,22.529,14.183,555.417,105.208,0.431,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-03,76.821,37.863,20.521,19.883,448.5,97.208,0.345,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-04,71.104,35.796,23.042,20.146,458.917,91.125,0.33,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-05,75.9,40.3,30.688,16.433,581.083,83.333,0.252,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-06,79.163,45.646,34.392,15.033,641.667,81.667,0.304,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-07,80.875,48.558,30.012,17.792,568.667,83.792,0.375,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-08,103.096,61.137,38.021,19.154,730.083,92.708,0.409,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-09,91.038,54.95,35.008,17.638,699.75,88.833,0.355,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-10,55.012,35.679,32.946,13.8,586.167,64.75,0.224,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-11,62.704,40.417,30.271,17.9,623.708,99.833,0.319,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-12,62.712,38.271,19.846,12.088,471.333,97.125,0.405,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-13,68.329,41.558,22.208,9.2,485.458,89.583,0.548,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-14,73.029,44.858,21.762,9.071,490.917,84.875,0.665,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-15,115.0,69.925,37.371,18.312,748.667,84.833,0.93,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-16,87.383,54.962,34.954,15.354,703.917,79.417,0.631,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-17,82.879,52.404,31.033,16.492,621.417,80.958,0.61,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-18,57.625,35.262,22.867,8.712,468.0,62.875,0.292,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-19,55.471,33.154,22.779,7.629,479.958,69.458,0.287,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-20,60.3,36.371,17.296,7.029,409.833,78.542,0.447,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-21,68.667,40.412,18.796,7.208,453.667,78.25,0.532,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-22,70.146,40.25,21.579,7.663,489.292,82.292,0.467,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-23,59.65,34.546,17.292,7.462,450.542,81.833,0.418,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-24,59.038,31.875,15.858,6.429,401.333,77.417,0.392,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-25,55.217,31.138,16.417,7.783,414.25,81.333,0.303,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-26,68.75,39.129,21.133,12.942,515.542,89.583,0.323,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-27,54.146,32.629,23.312,11.533,530.167,81.0,0.188,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-28,46.629,29.667,22.275,7.708,522.167,84.833,0.251,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-29,60.054,36.979,26.196,9.05,583.083,83.083,0.34,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-30,66.65,39.783,23.342,8.896,544.875,75.667,0.359,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-10-31,67.525,40.012,24.229,9.542,536.25,70.917,0.379,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-01,67.429,40.117,26.558,8.596,558.833,69.75,0.431,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-02,70.979,42.725,19.787,8.154,524.583,82.833,0.458,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-03,69.333,40.846,14.817,8.154,474.917,89.583,0.491,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-04,71.612,43.046,19.917,7.367,520.208,79.458,0.522,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-05,73.512,44.088,25.1,7.279,581.583,68.708,0.535,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-06,71.846,43.179,27.146,8.779,586.333,70.917,0.531,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-07,82.225,48.975,30.096,9.417,637.375,69.25,0.576,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-08,86.821,51.512,26.588,8.771,642.75,77.75,0.585,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-09,86.933,52.042,27.492,8.896,646.375,77.792,0.593,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-10,97.6,57.742,21.142,11.225,599.0,86.042,0.597,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-11,57.667,34.542,11.896,6.888,399.333,80.958,0.269,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-12,24.821,16.512,11.321,5.679,325.667,74.0,0.102,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-13,41.938,27.463,16.713,6.625,436.792,72.875,0.207,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-14,50.146,32.637,14.912,6.546,440.125,78.042,0.288,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-15,51.475,33.496,12.175,6.517,413.792,82.542,0.385,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-16,65.233,42.521,11.942,7.354,439.542,86.75,0.513,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-17,91.496,57.175,15.15,8.838,499.625,84.292,0.637,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-18,115.679,70.658,16.158,11.671,552.917,92.667,0.81,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-19,108.346,66.75,16.938,11.504,566.958,90.5,0.851,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-20,94.083,59.012,14.454,10.354,520.125,90.208,0.771,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-21,92.688,59.321,11.733,8.783,461.125,84.583,0.716,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-22,85.212,55.467,13.383,8.342,465.125,78.667,0.598,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-23,72.729,48.079,21.992,8.575,568.792,68.167,0.416,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-24,72.883,48.512,15.712,7.75,494.25,71.792,0.745,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-25,80.996,53.613,11.571,9.683,453.542,82.125,0.873,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-26,88.092,58.221,8.025,11.142,407.125,83.125,1.121,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-27,62.146,42.738,13.671,10.221,419.375,81.875,0.499,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-28,40.721,27.554,14.879,6.329,446.208,62.375,0.382,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-29,47.9,32.058,12.446,6.308,399.875,62.083,0.436,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-11-30,61.233,41.3,12.288,6.154,404.625,59.667,0.661,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-01,59.783,40.617,8.746,5.617,351.375,68.0,0.687,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-02,43.596,29.754,6.821,6.521,328.958,73.458,0.592,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-03,51.867,36.0,7.092,9.562,384.875,83.75,1.018,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-04,49.917,34.717,7.125,10.446,410.0,85.042,0.735,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-05,41.575,28.633,6.5,10.525,369.792,83.083,0.605,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-06,57.75,39.65,7.454,7.846,363.75,71.5,0.901,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-07,57.833,39.617,8.033,9.013,381.833,69.917,0.724,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-08,63.288,43.296,10.604,7.688,407.208,62.792,0.535,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-09,45.946,31.475,11.725,6.083,394.625,60.458,0.357,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-10,44.742,30.692,12.225,5.929,380.708,64.333,0.289,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-11,45.917,31.654,15.067,7.392,422.375,70.375,0.257,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-12,46.887,32.308,14.471,7.429,436.708,70.292,0.268,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-13,44.317,31.217,10.717,7.388,369.417,75.0,0.342,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-14,50.45,31.708,11.2,7.754,356.042,78.708,0.452,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-15,61.367,36.833,10.812,8.658,366.667,83.667,0.672,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-16,71.325,48.633,14.079,8.083,423.458,74.792,0.707,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-17,62.192,42.221,11.962,7.221,404.5,67.125,0.616,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-18,38.079,25.638,8.112,6.933,294.917,78.792,0.341,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-19,48.542,31.575,7.942,8.737,344.458,84.958,0.293,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-20,46.317,30.817,8.812,8.642,391.375,84.0,0.268,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-21,41.825,28.142,13.504,8.154,422.25,72.75,0.241,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-22,43.271,29.275,17.246,11.5,474.417,75.458,0.319,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-23,43.762,29.713,17.512,9.771,498.25,75.083,0.209,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-24,56.438,37.838,11.429,9.792,467.917,84.917,0.249,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-25,77.225,51.633,13.6,10.583,566.958,90.667,0.307,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-26,99.746,66.167,21.208,13.912,691.458,85.708,0.393,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-27,109.417,71.875,20.558,12.321,741.375,84.25,0.486,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-28,94.696,60.854,11.896,11.45,546.625,89.5,0.695,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-29,112.217,71.75,20.858,15.408,662.917,94.958,0.691,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-30,112.054,72.342,18.258,14.342,678.542,85.542,0.671,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2023-12-31,112.25,72.712,16.421,14.588,672.375,82.958,0.621,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-01,105.046,68.808,16.542,12.746,685.167,73.792,0.621,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-02,109.746,72.729,13.079,12.446,651.583,76.417,0.764,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-03,90.421,60.242,12.367,9.654,586.792,70.208,0.578,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-04,91.429,60.204,8.608,9.108,509.333,81.75,0.778,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-05,84.417,56.358,9.283,7.212,552.0,72.5,0.58,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-06,74.842,49.85,7.954,8.033,501.042,78.75,0.528,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-07,77.358,50.95,7.663,7.704,456.542,78.0,0.97,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-08,94.0,61.225,9.0,11.542,520.042,81.333,1.028,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-09,101.283,66.721,8.271,10.987,543.708,79.292,1.2,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-10,80.275,53.192,8.192,11.596,529.667,83.333,0.874,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-11,64.679,43.092,9.229,8.938,515.375,84.417,0.575,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-12,57.921,38.721,10.833,10.029,521.458,89.458,0.447,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-13,54.042,36.517,16.642,13.346,518.458,76.708,0.267,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-14,43.858,30.133,26.963,12.408,542.417,61.292,0.1,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-15,52.183,36.042,29.275,12.125,639.083,63.417,0.175,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-16,72.883,49.917,29.25,18.771,697.208,78.875,0.266,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-17,79.446,49.171,27.654,18.492,661.125,75.917,0.24,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-18,68.325,43.975,24.067,10.654,612.042,68.958,0.364,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-19,56.771,36.821,8.833,8.183,410.417,93.958,0.522,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-20,43.875,28.8,11.146,8.338,422.375,85.292,0.348,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-21,51.754,33.812,11.458,9.571,442.75,84.25,0.224,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-22,44.771,29.379,12.429,7.725,415.667,82.833,0.213,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-23,40.446,25.846,16.142,6.917,429.667,71.542,0.172,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-24,50.196,30.658,20.037,7.933,505.542,68.042,0.203,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-25,50.258,31.917,20.375,7.988,492.458,71.583,0.223,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-26,41.304,27.142,15.938,8.0,397.542,74.417,0.188,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-27,51.158,33.304,16.0,10.317,427.625,82.292,0.295,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-28,60.567,39.446,20.333,13.742,505.5,83.75,0.302,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-29,64.108,41.629,21.0,12.746,558.667,80.917,0.309,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-30,79.325,49.912,25.404,11.242,665.875,73.167,0.314,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-01-31,82.5,48.004,28.875,13.929,689.167,71.375,0.335,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-01,81.008,44.792,37.883,14.829,741.542,51.167,0.286,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-02,63.538,36.467,31.921,12.796,686.292,55.583,0.209,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-03,49.942,28.963,19.812,8.221,464.583,69.625,0.292,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-04,57.938,29.304,19.004,13.854,487.5,79.167,0.321,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-05,76.804,33.654,22.267,11.212,490.042,58.875,0.258,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-06,82.583,33.367,14.842,9.458,378.5,72.333,0.33,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-07,78.279,33.887,16.992,10.454,444.167,74.625,0.358,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-08,57.829,33.558,9.171,9.958,351.0,86.0,0.367,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-09,30.283,19.012,9.133,6.854,328.458,89.708,0.24,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-10,30.012,20.104,9.021,7.9,335.0,90.5,0.224,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-11,40.912,27.412,8.796,8.717,342.583,96.542,0.3,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-12,62.625,41.612,12.046,10.496,426.667,97.708,0.465,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-13,91.788,60.971,13.675,11.979,510.708,86.875,0.717,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-14,72.95,49.121,13.379,10.025,503.0,90.208,0.495,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-15,82.925,53.025,8.929,8.1,414.208,90.083,0.591,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-16,74.875,49.333,8.379,8.242,402.083,91.792,0.545,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-17,60.304,40.067,10.833,9.683,423.458,87.5,0.482,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-18,53.371,35.788,22.404,10.0,534.208,74.5,0.352,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-19,40.729,27.596,29.229,9.796,584.458,45.25,0.15,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-20,34.838,21.317,21.192,10.263,420.75,54.042,0.163,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-21,55.592,21.183,15.842,9.483,331.917,63.583,0.264,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-22,49.729,18.875,15.117,10.967,321.833,69.875,0.262,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-23,45.758,24.575,20.2,7.971,467.917,72.958,0.123,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-24,36.771,20.179,18.838,7.854,449.917,80.708,0.094,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-25,25.938,15.138,9.95,5.479,308.75,90.375,0.106,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-26,50.004,32.65,11.175,9.042,371.875,94.625,0.284,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-27,74.375,48.954,13.475,12.025,464.5,98.75,0.438,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-28,53.712,35.217,10.767,8.425,418.542,92.042,0.38,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-02-29,50.329,29.746,15.812,8.796,461.917,94.75,0.32,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-01,62.392,39.833,14.912,16.179,508.0,96.5,0.4,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-02,36.533,21.721,10.962,7.779,296.333,66.25,0.331,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-03,32.1,15.425,12.433,9.992,287.75,85.625,0.142,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-04,42.296,23.371,17.213,10.904,411.458,84.375,0.085,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-05,32.446,21.554,13.658,9.158,399.375,89.583,0.108,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-06,36.533,24.971,16.371,12.208,447.417,91.792,0.186,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-07,48.1,24.092,16.333,10.108,427.417,88.667,0.207,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
